,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target,pred_prob_logreg,P_Rank_logreg,pred_prob_dtree,P_Rank_tree,pred_prob_rf,P_Rank_rf,pred_prob_gbm,P_Rank_GBM,pred_prob_stacking,P_Rank_stacking,Tenure_Rank,Tenure_Segment,MonthlyCharges_Rank,Monthly_Charge_Segment,Predicted_Churn_Rank
6945,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,1,0.08663593405335529,4,0.16115702479338842,6,0.15424130745861853,5,0.5709098462451323,9,0.15869828012640724,6,10,High Tenure,9,High Charges,Top 3
6960,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,0,0.5062990513187277,8,0.4074074074074074,8,0.42843755526707106,8,0.42595067728169983,8,0.4141118115299477,8,7,High Tenure,9,High Charges,Top 3
6962,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2754.45,1,0.5561777129116504,9,0.6728110599078341,10,0.47844432831526995,8,0.697208845176145,9,0.536676008525696,9,5,Low Tenure,9,High Charges,Top 3
6971,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,1,0.4599354111871523,8,0.31561461794019935,7,0.3630550319480125,7,0.6168070949236184,9,0.37072128179107106,8,4,Low Tenure,9,High Charges,Top 3
6991,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,1,0.5913616178389421,9,0.8095238095238095,10,0.5996443307094957,9,0.8071674735759627,10,0.7065711476660694,10,3,Low Tenure,9,High Charges,Top 3
19,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,0.5879378964360298,9,0.6728110599078341,9,0.5201274935093249,9,0.5999572822651951,9,0.5704881896579769,9,5,Low Tenure,8,High Charges,Top 3
130,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,0.7155599011140257,10,0.6728110599078341,9,0.6134774614842606,10,0.634336572683696,9,0.6909863646634045,10,4,Low Tenure,8,High Charges,Top 3
191,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,0.6949296969673623,10,0.6728110599078341,9,0.6589619304517046,10,0.7120898870435012,10,0.7522020440315568,10,2,Low Tenure,8,High Charges,Top 3
214,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,0.5805120614137586,9,0.5294117647058824,8,0.48249428365998165,8,0.4367655900143725,8,0.4867314105824723,8,5,Low Tenure,8,High Charges,Top 3
228,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,0,0.37773190988708877,7,0.31561461794019935,7,0.3200946933521342,7,0.40995067566636983,8,0.28267565956035734,7,6,Low Tenure,8,High Charges,Top 3
293,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,0,0.7951321620273933,10,0.6728110599078341,9,0.6769472325954555,10,0.6290648526961965,9,0.7566765920093537,10,2,Low Tenure,8,High Charges,Top 3
302,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,0,0.6576909630052854,9,0.6728110599078341,9,0.6544444215418104,10,0.5995977998228502,9,0.7292806017283999,10,2,Low Tenure,8,High Charges,Top 3
311,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,0,0.37448923856145255,7,0.6728110599078341,9,0.41996763413519905,8,0.5188530707844756,8,0.42247212512132204,8,5,Low Tenure,8,High Charges,Top 3
318,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,1,0.6969760043272973,10,0.6728110599078341,9,0.5120237151539664,9,0.5059228922367948,8,0.5402200969718173,9,5,Low Tenure,8,High Charges,Top 3
346,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,1,0.777184931421203,10,0.6728110599078341,9,0.7171727438991249,10,0.7427500143986755,10,0.8089258627121558,10,1,Low Tenure,8,High Charges,Top 3
352,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,0,0.7860730734999429,10,0.6728110599078341,9,0.6744719746660651,10,0.6290648526961965,9,0.7542682294621995,10,3,Low Tenure,8,High Charges,Top 3
371,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,1,0.7752092481877074,10,0.6728110599078341,9,0.7140588192250309,10,0.8249779477091091,10,0.817058084945206,10,1,Low Tenure,8,High Charges,Top 3
383,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,1,0.6420646031095737,9,1.0,10,0.6916799655874918,10,0.7553813938754236,10,0.7891008628032282,10,1,Low Tenure,8,High Charges,Top 3
407,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,0,0.4334143136146306,8,0.31561461794019935,7,0.360806806054615,7,0.5044121215095498,8,0.3460371127853162,8,6,Low Tenure,8,High Charges,Top 3
427,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,0,0.6018127677720234,9,0.5294117647058824,8,0.616631133832869,10,0.6020314809216135,9,0.6886647844613207,9,3,Low Tenure,8,High Charges,Top 3
505,Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,0.6501060825041749,9,0.6728110599078341,9,0.5361953816492299,9,0.6342536048299048,9,0.5981168448812446,9,4,Low Tenure,8,High Charges,Top 3
507,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,1,0.679836081272296,10,0.6728110599078341,9,0.663902151706622,10,0.8297148772885367,10,0.7749361167272807,10,1,Low Tenure,8,High Charges,Top 3
535,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,0,0.7138129454884752,10,0.6728110599078341,9,0.6253363746188542,10,0.6379972290103506,9,0.7048094606582496,10,3,Low Tenure,8,High Charges,Top 3
543,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,0.6754244783090113,10,0.8095238095238095,10,0.6137229252192693,10,0.7198650280734745,10,0.7065589013048986,10,3,Low Tenure,8,High Charges,Top 3
546,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,0.3131134207513565,7,0.31561461794019935,7,0.3141142862133688,7,0.6282389985936394,9,0.3149293160267799,7,6,Low Tenure,8,High Charges,Top 3
582,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,0.7995557139307189,10,0.6728110599078341,9,0.6978524510254072,10,0.7267130687714919,10,0.7904525054609994,10,2,Low Tenure,8,High Charges,Top 3
585,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,0.8152921076336362,10,0.8842105263157894,10,0.7717448998861403,10,0.909587325085704,10,0.8667231411058918,10,1,Low Tenure,8,High Charges,Top 3
642,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,0.7824195397148402,10,0.8842105263157894,10,0.7669859734038722,10,0.9118689641560169,10,0.8640290953389199,10,1,Low Tenure,8,High Charges,Top 3
648,Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,0.6622493900962838,10,0.5294117647058824,9,0.6583574509530199,10,0.7798094941090334,10,0.762198634300866,10,1,Low Tenure,8,High Charges,Top 3
722,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,1,0.7503483032732958,10,0.6728110599078341,9,0.6768322942732616,10,0.8262599554030009,10,0.7860976942716636,10,2,Low Tenure,8,High Charges,Top 3
728,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,1,0.23644421348221167,6,0.31561461794019935,7,0.303883089908152,7,0.5154426634336469,8,0.2835456198464019,7,6,Low Tenure,8,High Charges,Top 3
758,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,1,0.5457873233299875,9,0.3902439024390244,8,0.46079638764300074,8,0.4118146805410095,8,0.4529948949803686,8,4,Low Tenure,8,High Charges,Top 3
771,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,1,0.7110727699569934,10,0.6728110599078341,9,0.6076449364933175,10,0.5837525806154544,9,0.6750284191145408,9,4,Low Tenure,8,High Charges,Top 3
773,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,1,0.5175091058367915,8,0.5555555555555556,9,0.5340168409319461,9,0.49612809461945134,8,0.5667833334002936,9,2,Low Tenure,8,High Charges,Top 3
816,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,1,0.6804342235301175,10,0.5555555555555556,9,0.6648317544045486,10,0.7635828904288743,10,0.7658596156582133,10,1,Low Tenure,8,High Charges,Top 3
825,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,1,0.5059081793966848,8,0.8461538461538461,10,0.39737778969791016,8,0.4311065912695314,8,0.37608477734050966,8,4,Low Tenure,8,High Charges,Top 3
844,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,1,0.7826276913535375,10,0.8842105263157894,10,0.7669859734038722,10,0.9118689641560169,10,0.8640290953389199,10,1,Low Tenure,8,High Charges,Top 3
902,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,1,0.43439559241599834,8,0.2916666666666667,6,0.47397638830136246,8,0.6482195558949215,9,0.5204368821551119,9,4,Low Tenure,8,High Charges,Top 3
911,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,0,0.4675490435815054,8,0.3902439024390244,8,0.45054240215567165,8,0.39506790347284937,8,0.43614566856484616,8,4,Low Tenure,8,High Charges,Top 3
929,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,0,0.33239437746559597,7,0.5294117647058824,9,0.39102117874658515,8,0.40513965809405383,8,0.3631420567951533,8,6,Low Tenure,8,High Charges,Top 3
959,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,0,0.47797264857005817,8,0.6728110599078341,9,0.47452391551569173,8,0.6832448061335279,9,0.5285811951766227,9,6,Low Tenure,8,High Charges,Top 3
970,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,1,0.6885973254433851,10,0.8842105263157894,10,0.7384108024651468,10,0.906415374300233,10,0.8447529253639343,10,1,Low Tenure,8,High Charges,Top 3
983,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,1,0.780659403430585,10,0.8842105263157894,10,0.7675867187995401,10,0.9064921240692876,10,0.8638637813880637,10,1,Low Tenure,8,High Charges,Top 3
1006,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,1,0.5626535037044472,9,0.6728110599078341,9,0.48744704340449774,8,0.515186538291757,8,0.5099135778032692,8,4,Low Tenure,8,High Charges,Top 3
1023,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,0,0.526667022599574,9,0.4074074074074074,8,0.4205502496129639,8,0.3835750337261919,8,0.39542715158122393,8,7,High Tenure,8,High Charges,Top 3
1029,Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,1,0.43837569541455,8,0.5555555555555556,9,0.5101222278101166,9,0.4960859712006325,8,0.5356523960823449,9,2,Low Tenure,8,High Charges,Top 3
1032,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,1,0.7824489058816833,10,0.6728110599078341,9,0.669146515931961,10,0.7144189662720776,10,0.7624235100355422,10,3,Low Tenure,8,High Charges,Top 3
1040,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,1,0.5557791652330601,9,0.8461538461538461,10,0.4878002380032839,8,0.5577862253838758,9,0.5194229586546127,9,4,Low Tenure,8,High Charges,Top 3
1058,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,1,0.7149980306654855,10,0.8095238095238095,10,0.6692835531200562,10,0.7615329428559423,10,0.7697292091282143,10,1,Low Tenure,8,High Charges,Top 3
1059,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,1,0.517319199931553,8,0.6728110599078341,9,0.4634397260548623,8,0.44695376969119316,8,0.46386670664648894,8,5,Low Tenure,8,High Charges,Top 3
1086,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,1,0.617521491866189,9,0.8095238095238095,10,0.5511543108182511,9,0.7342022208998816,10,0.6367699657509807,9,3,Low Tenure,8,High Charges,Top 3
1097,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,1,0.5002042032494459,8,0.6728110599078341,9,0.41539931290741405,8,0.6376704742544644,9,0.44134741653063037,8,5,Low Tenure,8,High Charges,Top 3
1163,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,1,0.597748011750503,9,0.8461538461538461,10,0.5257888521755466,9,0.6920856522033325,9,0.5967576833576597,9,3,Low Tenure,8,High Charges,Top 3
1189,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,0,0.5729847247760571,9,0.8095238095238095,10,0.638854965050091,10,0.6646447989664865,9,0.7239537906137299,10,2,Low Tenure,8,High Charges,Top 3
1192,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,1,0.7451221545995864,10,0.6728110599078341,9,0.6776727864192875,10,0.704962198208599,9,0.769036947215288,10,3,Low Tenure,8,High Charges,Top 3
1214,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,1,0.6061166157598576,9,0.31561461794019935,7,0.4123513018831717,8,0.44526031628405205,8,0.39764093516711146,8,4,Low Tenure,8,High Charges,Top 3
1218,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,1,0.48259649924838866,8,0.31561461794019935,7,0.3674134882552616,8,0.6133338025084386,9,0.3753997282223482,8,5,Low Tenure,8,High Charges,Top 3
1245,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,0,0.7041760282923378,10,0.6728110599078341,9,0.5152885343330006,9,0.5584338835023898,9,0.5555350378383053,9,5,Low Tenure,8,High Charges,Top 3
1248,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,1,0.4933318628538539,8,0.5294117647058824,9,0.5775615066374293,9,0.5002096104449347,8,0.6228247663315402,9,3,Low Tenure,8,High Charges,Top 3
1263,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,1,0.26098151609604153,6,0.03571428571428571,3,0.266210938295343,6,0.5051981490495967,8,0.24341144623145688,7,9,High Tenure,8,High Charges,Top 3
1285,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,1,0.7929575513750761,10,0.6728110599078341,9,0.6710885153200714,10,0.7430108789600282,10,0.7686217278320673,10,3,Low Tenure,8,High Charges,Top 3
1304,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,1345.55,1,0.69606500976685,10,0.3902439024390244,8,0.49728088584061025,9,0.573943792395154,9,0.535291058393044,9,4,Low Tenure,8,High Charges,Top 3
1308,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,1,0.7298773130273826,10,0.6728110599078341,9,0.5925127200721431,9,0.6259919550387162,9,0.6653485776344674,9,4,Low Tenure,8,High Charges,Top 3
1346,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,1,0.6854381647015058,10,0.6728110599078341,9,0.5769851808264665,9,0.608080085751258,9,0.643414115867966,9,4,Low Tenure,8,High Charges,Top 3
1354,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,1,0.5631649306680541,9,0.6728110599078341,9,0.48591151753178474,8,0.46907577767976033,8,0.49809407872408085,8,4,Low Tenure,8,High Charges,Top 3
1366,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,1,0.7278425950426856,10,0.6728110599078341,9,0.665066017964587,10,0.724791986113805,10,0.760120137590946,10,3,Low Tenure,8,High Charges,Top 3
1389,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,1,0.5652351101440074,9,0.4074074074074074,8,0.46020608940718766,8,0.5437303354583412,9,0.48012210040333264,8,6,Low Tenure,8,High Charges,Top 3
1391,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,0,0.5179427649845799,8,0.6728110599078341,9,0.48719860560114214,8,0.5784628315859319,9,0.5230182214974255,9,5,Low Tenure,8,High Charges,Top 3
1410,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,1,0.8145066984579533,10,0.6728110599078341,9,0.7219535850765944,10,0.7921527244833748,10,0.8190938262951938,10,1,Low Tenure,8,High Charges,Top 3
1436,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,1,0.775555338840787,10,0.6728110599078341,9,0.719979669965606,10,0.7778223224456947,10,0.815724132919978,10,1,Low Tenure,8,High Charges,Top 3
1492,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,1,0.6625354662049657,10,0.6728110599078341,9,0.5311295350422729,9,0.5849994448550088,9,0.5815344281782099,9,4,Low Tenure,8,High Charges,Top 3
1516,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,0,0.5857100793143053,9,0.5294117647058824,9,0.5083722377935176,9,0.42769972676587653,8,0.5188671118618488,9,4,Low Tenure,8,High Charges,Top 3
1530,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,1,0.4356551475616185,8,0.8095238095238095,10,0.5707074437637648,9,0.8033408124519476,10,0.673295299574215,9,1,Low Tenure,8,High Charges,Top 3
1556,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,1,0.4946972191610291,8,0.4,8,0.6276913868721192,10,0.5845044611012484,9,0.6978834965971191,10,1,Low Tenure,8,High Charges,Top 3
1600,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,1,0.8139159371290817,10,0.8842105263157894,10,0.7691837318595952,10,0.9282483580637584,10,0.8669970198424206,10,1,Low Tenure,8,High Charges,Top 3
1602,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,1,0.6059746350922133,9,0.6728110599078341,9,0.5116685527993706,9,0.6268980049923027,9,0.5651748365450491,9,6,Low Tenure,8,High Charges,Top 3
1607,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,1,0.5204472835511972,8,0.8461538461538461,10,0.4803245663976373,8,0.6831934269277553,9,0.5361760514867119,9,4,Low Tenure,8,High Charges,Top 3
1621,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,1,0.5541838527099298,9,0.8,10,0.4919030347106368,9,0.6764309008098286,9,0.5498815507372343,9,6,Low Tenure,8,High Charges,Top 3
1628,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,0,0.5797920088089203,9,0.6728110599078341,9,0.49280626854293635,9,0.6216066048034314,9,0.5395042090687432,9,6,Low Tenure,8,High Charges,Top 3
1650,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,1,0.5778049396291685,9,1.0,10,0.658073051694824,10,0.8847369365553786,10,0.7777263535283977,10,1,Low Tenure,8,High Charges,Top 3
1725,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,0,0.7421361996212918,10,0.6728110599078341,9,0.5543764596594009,9,0.586898082382797,9,0.6113830238811986,9,4,Low Tenure,8,High Charges,Top 3
1742,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,1,0.6673172026914664,10,0.8095238095238095,10,0.6610302643364966,10,0.8221619944607625,10,0.7711559871048268,10,1,Low Tenure,8,High Charges,Top 3
1751,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,1,0.5865268914123162,9,0.6728110599078341,9,0.5748588866976179,9,0.6599762822765229,9,0.6509296121919956,9,4,Low Tenure,8,High Charges,Top 3
1771,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,1,0.7597537921592767,10,0.6728110599078341,9,0.6158615944220689,10,0.616629299761634,9,0.6904534275324917,10,4,Low Tenure,8,High Charges,Top 3
1779,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,168.5,0,0.5830139166218071,9,0.6728110599078341,9,0.6035094284691777,9,0.4543555725722535,8,0.6454832677841161,9,1,Low Tenure,8,High Charges,Top 3
1795,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.65,1761.05,1,0.44873069291123635,8,0.31561461794019935,7,0.35862338121452664,7,0.3920586668627957,8,0.32223734435002066,7,4,Low Tenure,8,High Charges,Top 3
